NAME,pop,state,county
"Brown County, Ohio",43572,39,015
"Butler County, Ohio",380019,39,017
"Harrison County, Ohio",15211,39,067
"Knox County, Ohio",61481,39,083
"Licking County, Ohio",173750,39,089
"Richland County, Ohio",121100,39,139
"Vinton County, Ohio",13083,39,163
"Carroll County, Ohio",27332,39,019
"Hancock County, Ohio",75837,39,063
"Clermont County, Ohio",204275,39,025
"Fairfield County, Ohio",154457,39,045
"Defiance County, Ohio",38160,39,039
"Highland County, Ohio",43016,39,071
"Henry County, Ohio",27208,39,069
"Jefferson County, Ohio",66371,39,081
"Portage County, Ohio",162511,39,133
"Putnam County, Ohio",33911,39,137
"Belmont County, Ohio",68024,39,013
"Clinton County, Ohio",41957,39,027
"Fayette County, Ohio",28620,39,047
"Perry County, Ohio",36022,39,127
"Pickaway County, Ohio",57762,39,129
"Madison County, Ohio",44135,39,097
"Muskingum County, Ohio",86131,39,119
"Sandusky County, Ohio",59029,39,143
"Van Wert County, Ohio",28261,39,161
"Washington County, Ohio",60426,39,167
"Auglaize County, Ohio",45729,39,011
"Darke County, Ohio",51513,39,037
"Ottawa County, Ohio",40632,39,123
"Hardin County, Ohio",31425,39,065
"Jackson County, Ohio",32450,39,079
"Huron County, Ohio",58339,39,077
"Athens County, Ohio",65917,39,009
"Adams County, Ohio",27776,39,001
"Medina County, Ohio",177980,39,103
"Lucas County, Ohio",431102,39,095
"Noble County, Ohio",14416,39,121
"Bayamón Municipio, Puerto Rico",178192,72,021
"Canóvanas Municipio, Puerto Rico",45588,72,029
"Comerío Municipio, Puerto Rico",19224,72,045
"Juana Díaz Municipio, Puerto Rico",46152,72,075
"Las Marías Municipio, Puerto Rico",8370,72,083
"Corozal Municipio, Puerto Rico",33500,72,047
"Maunabo Municipio, Puerto Rico",10776,72,095
"Ponce Municipio, Puerto Rico",139671,72,113
"Toa Alta Municipio, Puerto Rico",72864,72,135
"Toa Baja Municipio, Puerto Rico",77810,72,137
"Vieques Municipio, Puerto Rico",8642,72,147
"Yabucoa Municipio, Puerto Rico",33499,72,151
"Aguada Municipio, Puerto Rico",37954,72,003
"Caguas Municipio, Puerto Rico",128937,72,025
"Cidra Municipio, Puerto Rico",39607,72,041
"Coamo Municipio, Puerto Rico",38906,72,043
"Dorado Municipio, Puerto Rico",36803,72,051
"Luquillo Municipio, Puerto Rico",18224,72,089
"Barranquitas Municipio, Puerto Rico",28393,72,019
"Orocovis Municipio, Puerto Rico",20982,72,107
"San Lorenzo Municipio, Puerto Rico",37209,72,129
"Ceiba Municipio, Puerto Rico",11515,72,037
"Ciales Municipio, Puerto Rico",16513,72,039
"Isabela Municipio, Puerto Rico",41707,72,071
"Jayuya Municipio, Puerto Rico",14539,72,073
"Lares Municipio, Puerto Rico",25696,72,081
"San Juan Municipio, Puerto Rico",335468,72,127
"Vega Alta Municipio, Puerto Rico",37106,72,143
"Maricao Municipio, Puerto Rico",6075,72,093
"Seneca County, Ohio",55351,39,147
"Stark County, Ohio",372404,39,151
"Coshocton County, Ohio",36585,39,031
"Delaware County, Ohio",201135,39,041
"Geauga County, Ohio",93843,39,055
"Hocking County, Ohio",28390,39,073
"Lake County, Ohio",229954,39,085
"Ross County, Ohio",76948,39,141
"Cuyahoga County, Ohio",1247451,39,035
"Holmes County, Ohio",43901,39,075
"Miami County, Ohio",105371,39,109
"Monroe County, Ohio",13942,39,111
"Trumbull County, Ohio",200367,39,155
"Wood County, Ohio",130150,39,173
"Ashland County, Ohio",53536,39,005
"Dewey County, Oklahoma",4922,40,043
"Harper County, Oklahoma",3760,40,059
"Logan County, Oklahoma",46683,40,083
"Tulsa County, Oklahoma",646419,40,143
"Washington County, Oklahoma",51886,40,147
"Harmon County, Oklahoma",2710,40,057
"Haskell County, Oklahoma",12687,40,061
"Okmulgee County, Oklahoma",38749,40,111
"Osage County, Oklahoma",47226,40,113
"Jefferson County, Oklahoma",6158,40,067
"Garfield County, Oklahoma",61898,40,047
"Garvin County, Oklahoma",27835,40,049
"Pittsburg County, Oklahoma",44146,40,121
"Pontotoc County, Oklahoma",38355,40,123
"Roger Mills County, Oklahoma",3667,40,129
"Woodward County, Oklahoma",20727,40,153
"Cherokee County, Oklahoma",48664,40,021
"Delaware County, Oklahoma",42433,40,041
"Ellis County, Oklahoma",4015,40,045
"Grady County, Oklahoma",55071,40,051
"Payne County, Oklahoma",81815,40,119
"Pottawatomie County, Oklahoma",72154,40,125
"Creek County, Oklahoma",71427,40,037
"Tillman County, Oklahoma",7413,40,141
"Washita County, Oklahoma",11225,40,149
"Cotton County, Oklahoma",5858,40,033
"Kiowa County, Oklahoma",8886,40,075
"Le Flore County, Oklahoma",50026,40,079
"McCurtain County, Oklahoma",33016,40,089
"Major County, Oklahoma",7692,40,093
"Mayes County, Oklahoma",41044,40,097
"Oklahoma County, Oklahoma",787216,40,109
"Custer County, Oklahoma",29152,40,039
"Love County, Oklahoma",10063,40,085
"Beckham County, Oklahoma",22268,40,009
"Choctaw County, Oklahoma",14807,40,023
"Jackson County, Oklahoma",25063,40,065
"Lincoln County, Oklahoma",34895,40,081
"Pawnee County, Oklahoma",16412,40,117
"Seminole County, Oklahoma",24832,40,133
"Cimarron County, Oklahoma",2174,40,025
"Blaine County, Oklahoma",9556,40,011
"Coal County, Oklahoma",5581,40,029
"Grant County, Oklahoma",4397,40,053
"Kingfisher County, Oklahoma",15694,40,073
"McClain County, Oklahoma",39247,40,087
"Marshall County, Oklahoma",16505,40,095
"Noble County, Oklahoma",11335,40,103
"Nowata County, Oklahoma",10322,40,105
"Rogers County, Oklahoma",91353,40,131
"Sequoyah County, Oklahoma",41709,40,135
"Alfalfa County, Oklahoma",5847,40,003
"Woods County, Oklahoma",9043,40,151
"Cleveland County, Oklahoma",279274,40,027
"Okfuskee County, Oklahoma",12067,40,107
"Atoka County, Oklahoma",13823,40,005
"Union County, Oregon",26337,41,061
"Marion County, Oregon",339641,41,047
"Douglas County, Oregon",109114,41,019
"Jefferson County, Oregon",23607,41,031
"Polk County, Oregon",83037,41,053
"Deschutes County, Oregon",186251,41,017
"Linn County, Oregon",125048,41,043
"Yamhill County, Oregon",104831,41,071
"Baker County, Oregon",16019,41,001
"Klamath County, Oregon",66921,41,035
"Lincoln County, Oregon",48547,41,041
"Benton County, Oregon",91107,41,003
"Crook County, Oregon",23011,41,013
"Sherman County, Oregon",1642,41,055
"Harney County, Oregon",7267,41,025
"Malheur County, Oregon",30412,41,045
"Wallowa County, Oregon",7004,41,063
"Wheeler County, Oregon",1415,41,069
"Morrow County, Oregon",11303,41,049
"Coos County, Oregon",63686,41,011
"Curry County, Oregon",22650,41,015
"Gilliam County, Oregon",1878,41,021
"Hood River County, Oregon",23209,41,027
"Lake County, Oregon",7837,41,037
"Multnomah County, Oregon",804606,41,051
"Pike County, Pennsylvania",55453,42,103
"Snyder County, Pennsylvania",40483,42,109
"Susquehanna County, Pennsylvania",40970,42,115
"Crawford County, Pennsylvania",85665,42,039
"Erie County, Pennsylvania",273835,42,049
"Fulton County, Pennsylvania",14506,42,057
"Juniata County, Pennsylvania",24624,42,067
"Schuylkill County, Pennsylvania",142674,42,107
"Wyoming County, Pennsylvania",27327,42,131
"Adams County, Pennsylvania",102470,42,001
"Armstrong County, Pennsylvania",65867,42,005
"Clinton County, Pennsylvania",38915,42,035
"Carbon County, Pennsylvania",63887,42,025
"Centre County, Pennsylvania",161960,42,027
"Northumberland County, Pennsylvania",91761,42,097
"Northampton County, Pennsylvania",302809,42,095
"Venango County, Pennsylvania",51818,42,121
"Beaver County, Pennsylvania",165833,42,007
"Lackawanna County, Pennsylvania",210652,42,069
"McKean County, Pennsylvania",41401,42,083
"Fayette County, Pennsylvania",131302,42,051
"Montgomery County, Pennsylvania",823823,42,091
"Clearfield County, Pennsylvania",79908,42,033
"Lebanon County, Pennsylvania",139729,42,075
"Lycoming County, Pennsylvania",114330,42,081
"Montour County, Pennsylvania",18259,42,093
"Warren County, Pennsylvania",39756,42,123
"Butler County, Pennsylvania",186899,42,019
"Elk County, Pennsylvania",30340,42,047
"Lancaster County, Pennsylvania",540999,42,071
"Mercer County, Pennsylvania",111518,42,085
"Potter County, Pennsylvania",16806,42,105
"Tioga County, Pennsylvania",40944,42,117
"Newport County, Rhode Island",82801,44,005
"Providence County, Rhode Island",635737,44,007
"Bristol County, Rhode Island",48764,44,001
"Aiken County, South Carolina",168301,45,003
"Allendale County, South Carolina",9024,45,005
"Edgefield County, South Carolina",26927,45,037
"Chester County, South Carolina",32311,45,023
"Colleton County, South Carolina",37585,45,029
"Marion County, South Carolina",31308,45,067
"Lexington County, South Carolina",290278,45,063
"Oconee County, South Carolina",77528,45,073
"Berkeley County, South Carolina",215044,45,015
"Charleston County, South Carolina",401165,45,019
"Georgetown County, South Carolina",61952,45,043
"Marlboro County, South Carolina",26753,45,069
"Anderson County, South Carolina",198064,45,007
"Chesterfield County, South Carolina",45953,45,025
"Greenwood County, South Carolina",70411,45,047
"Horry County, South Carolina",332172,45,051
"Kershaw County, South Carolina",65112,45,055
"Orangeburg County, South Carolina",87687,45,075
"Spartanburg County, South Carolina",307617,45,083
"Bamberg County, South Carolina",14376,45,009
"Beaufort County, South Carolina",186095,45,013
"Calhoun County, South Carolina",14663,45,017
"Dillon County, South Carolina",30689,45,033
"Saluda County, South Carolina",20303,45,081
"Richland County, South Carolina",411357,45,079
"Fairfield County, South Carolina",22565,45,039
"Hampton County, South Carolina",19564,45,049
"Greenville County, South Carolina",507003,45,045
"Lancaster County, South Carolina",92308,45,057
"Dorchester County, South Carolina",158299,45,035
"Florence County, South Carolina",138475,45,041
"Laurens County, South Carolina",66846,45,059
"McCormick County, South Carolina",9531,45,065
"Pickens County, South Carolina",124029,45,077
"Union County, South Carolina",27490,45,087
"Williamsburg County, South Carolina",31324,45,089
"Aurora County, South Dakota",2763,46,003
"Grant County, South Dakota",7149,46,051
"Tripp County, South Dakota",5458,46,123
"Ziebach County, South Dakota",2791,46,137
"Spink County, South Dakota",6483,46,115
"Bon Homme County, South Dakota",6929,46,009
"Brookings County, South Dakota",34601,46,011
"Fall River County, South Dakota",6747,46,047
"Hamlin County, South Dakota",6025,46,057
"Jackson County, South Dakota",3290,46,071
"Custer County, South Dakota",8719,46,033
"Hyde County, South Dakota",1319,46,069
"Faulk County, South Dakota",2312,46,049
"Hutchinson County, South Dakota",7308,46,067
"Walworth County, South Dakota",5457,46,129
"Buffalo County, South Dakota",2026,46,017
"Day County, South Dakota",5486,46,037
"Douglas County, South Dakota",2929,46,043
"Harding County, South Dakota",1306,46,063
"McPherson County, South Dakota",2297,46,089
"Roberts County, South Dakota",10287,46,109
"Sully County, South Dakota",1305,46,119
"Lincoln County, South Dakota",56826,46,083
"Lake County, South Dakota",12717,46,079
"Lawrence County, South Dakota",25478,46,081
"Codington County, South Dakota",28026,46,029
"Butte County, South Dakota",10225,46,019
"Corson County, South Dakota",4150,46,031
"Edmunds County, South Dakota",3909,46,045
"Campbell County, South Dakota",1485,46,021
"Bennett County, South Dakota",3425,46,007
"Haakon County, South Dakota",2018,46,055
"Jones County, South Dakota",793,46,075
"Meade County, South Dakota",27717,46,093
"Turner County, South Dakota",8300,46,125
"Brown County, South Dakota",38915,46,013
"Hanson County, South Dakota",3399,46,061
"McCook County, South Dakota",5548,46,087
"Mellette County, South Dakota",2052,46,095
"Moody County, South Dakota",6507,46,101
"Pennington County, South Dakota",110685,46,103
"Union County, South Dakota",15368,46,127
"Miner County, South Dakota",2211,46,097
"Asotin County, Washington",22421,53,003
"Adams County, Washington",19594,53,001
"Garfield County, Washington",2230,53,023
"Mason County, Washington",63804,53,045
"Skagit County, Washington",125612,53,057
"Stevens County, Washington",44655,53,065
"Spokane County, Washington",505505,53,063
"Lincoln County, Washington",10574,53,043
"Chelan County, Washington",76229,53,007
"Jefferson County, Washington",31285,53,031
"Kitsap County, Washington",265882,53,035
"King County, Washington",2195502,53,033
"Pacific County, Washington",21688,53,049
"Pend Oreille County, Washington",13377,53,051
"San Juan County, Washington",16788,53,055
"Skamania County, Washington",11753,53,059
"Whitman County, Washington",49231,53,075
"Yakima County, Washington",249697,53,077
"Clallam County, Washington",75392,53,009
"Cowlitz County, Washington",106778,53,015
"Ferry County, Washington",7578,53,019
"Lewis County, Washington",78145,53,041
"Douglas County, Washington",42023,53,017
"Island County, Washington",82866,53,029
"Pierce County, Washington",877013,53,053
"Franklin County, Washington",92009,53,021
"Walla Walla County, Washington",60365,53,071
"Whatcom County, Washington",220821,53,073
"Grant County, West Virginia",11616,54,023
"Hampshire County, West Virginia",23309,54,027
"Brooke County, West Virginia",22459,54,009
"Doddridge County, West Virginia",8560,54,017
"Hardy County, West Virginia",13805,54,031
"Marion County, West Virginia",56355,54,049
"Mingo County, West Virginia",24290,54,059
"Hancock County, West Virginia",29383,54,029
"Marshall County, West Virginia",31308,54,051
"Nicholas County, West Virginia",25078,54,067
"Tucker County, West Virginia",6982,54,093
"Tyler County, West Virginia",8811,54,095
"Roane County, West Virginia",14020,54,087
"Taylor County, West Virginia",16864,54,091
"Wood County, West Virginia",84960,54,107
"Gilmer County, West Virginia",8041,54,021
"Mason County, West Virginia",26820,54,053
"Monroe County, West Virginia",13401,54,063
"Pleasants County, West Virginia",7482,54,073
"Cabell County, West Virginia",94339,54,011
"Jefferson County, West Virginia",56506,54,037
"Logan County, West Virginia",33154,54,045
"Pendleton County, West Virginia",7001,54,071
"Harrison County, West Virginia",67908,54,033
"Ohio County, West Virginia",42143,54,069
"Calhoun County, West Virginia",7295,54,013
"Morgan County, West Virginia",17709,54,065
"Raleigh County, West Virginia",75252,54,081
"Putnam County, West Virginia",56610,54,079
"Barbour County, West Virginia",16633,54,001
"McDowell County, West Virginia",18661,54,047
"Wayne County, West Virginia",40303,54,099
"Jackson County, West Virginia",28907,54,035
"Mercer County, West Virginia",59919,54,055
"Upshur County, West Virginia",24502,54,097
"Webster County, West Virginia",8386,54,101
"Berkeley County, West Virginia",115329,54,003
"Fayette County, West Virginia",43576,54,019
"Iron County, Wisconsin",5687,55,051
"Clark County, Wisconsin",34579,55,019
"St. Croix County, Wisconsin",88732,55,109
"Oconto County, Wisconsin",37646,55,083
"Lincoln County, Wisconsin",27744,55,069
"Waupaca County, Wisconsin",51245,55,135
"Barron County, Wisconsin",45229,55,005
"Sawyer County, Wisconsin",16399,55,113
"Green Lake County, Wisconsin",18755,55,047
"Price County, Wisconsin",13416,55,099
"Marquette County, Wisconsin",15304,55,077
"Marinette County, Wisconsin",40391,55,075
"Milwaukee County, Wisconsin",951226,55,079
"Shelby County, Missouri",6013,29,205
"Webster County, Missouri",38655,29,225
"Atchison County, Missouri",5229,29,005
"Bates County, Missouri",16296,29,013
"Benton County, Missouri",19107,29,015
"Carter County, Missouri",6147,29,035
"Dade County, Missouri",7578,29,057
"Racine County, Wisconsin",195602,55,101
"Winnebago County, Wisconsin",170411,55,139
"Forest County, Wisconsin",8995,55,041
"Green County, Wisconsin",36896,55,045
"Rusk County, Wisconsin",14132,55,107
"Shawano County, Wisconsin",40904,55,115
"Langlade County, Wisconsin",19146,55,067
"Outagamie County, Wisconsin",185700,55,087
"Vernon County, Wisconsin",30633,55,123
"Columbia County, Wisconsin",57133,55,021
"Kewaunee County, Wisconsin",20387,55,061
"Brown County, Wisconsin",261368,55,009
"Eau Claire County, Wisconsin",103514,55,035
"Oneida County, Wisconsin",35381,55,085
"Polk County, Wisconsin",43438,55,095
"Washburn County, Wisconsin",15688,55,129
"Waukesha County, Wisconsin",400475,55,133
"Walworth County, Wisconsin",103074,55,127
"Crawford County, Wisconsin",16235,55,023
"Juneau County, Wisconsin",26478,55,057
"Sauk County, Wisconsin",63922,55,111
"Washington County, Wisconsin",134925,55,131
"Chippewa County, Wisconsin",63892,55,017
"Dane County, Wisconsin",536078,55,025
"Douglas County, Wisconsin",43295,55,031
"Jackson County, Wisconsin",20522,55,053
"Iowa County, Wisconsin",23618,55,049
"Ozaukee County, Wisconsin",88597,55,089
"Portage County, Wisconsin",70632,55,097
"Rock County, Wisconsin",162152,55,105
"Taylor County, Wisconsin",20325,55,119
"Adams County, Wisconsin",20094,55,001
"Bayfield County, Wisconsin",14993,55,007
"Monroe County, Wisconsin",45771,55,081
"Wood County, Wisconsin",73112,55,141
"Ashland County, Wisconsin",15617,55,003
"Florence County, Wisconsin",4314,55,037
"Jefferson County, Wisconsin",84701,55,055
"Campbell County, Wyoming",47409,56,005
"Lincoln County, Wyoming",19274,56,023
"Natrona County, Wyoming",80333,56,025
"Converse County, Wyoming",13921,56,009
"Niobrara County, Wyoming",2422,56,027
"Sweetwater County, Wyoming",43521,56,037
"Warren County, Tennessee",40702,47,177
"Washington County, Tennessee",127805,47,179
"Weakley County, Tennessee",33510,47,183
"Benton County, Tennessee",16140,47,005
"Bledsoe County, Tennessee",14836,47,007
"Campbell County, Tennessee",39797,47,013
"Cannon County, Tennessee",14178,47,015
"Houston County, Tennessee",8164,47,083
"Maury County, Tennessee",91976,47,119
"Polk County, Texas",48913,48,373
"Refugio County, Texas",7145,48,391
"Van Zandt County, Texas",55103,48,467
"Caldwell County, Texas",42144,48,055
"Wilbarger County, Texas",12833,48,487
"Martin County, Texas",5649,48,317
"Linn County, Missouri",12113,29,115
"Howell County, Missouri",40104,29,091
"Johnson County, Missouri",53682,29,101
"Laclede County, Missouri",35531,29,105
"Maries County, Missouri",8803,29,125
"Phelps County, Missouri",44630,29,161
"Platte County, Missouri",100682,29,165
"St. Francois County, Missouri",66643,29,187
"St. Louis city, Missouri",308174,29,510
"Andrew County, Missouri",17503,29,003
"Butler County, Missouri",42656,29,023
"Carroll County, Missouri",8781,29,033
"Daviess County, Missouri",8295,29,061
"Holt County, Missouri",4432,29,087
"Marion County, Missouri",28608,29,127
"Osage County, Missouri",13615,29,151
"Ripley County, Missouri",13567,29,181
"Warren County, Missouri",34453,29,219
"Washington County, Missouri",24860,29,221
"Christian County, Missouri",85658,29,043
"DeKalb County, Missouri",12526,29,063
"Harrison County, Missouri",8491,29,081
"Lafayette County, Missouri",32597,29,107
"Adair County, Missouri",25369,29,001
"Scotland County, Missouri",4902,29,199
"Sullivan County, Missouri",6247,29,211
"Clark County, Missouri",6779,29,045
"Jasper County, Missouri",119920,29,097
"Lewis County, Missouri",9955,29,111
"McDonald County, Missouri",22782,29,119
"Perry County, Missouri",19191,29,157
"Polk County, Missouri",31748,29,167
"Ray County, Missouri",22875,29,177
"Hill County, Montana",16436,30,041
"Chouteau County, Montana",5732,30,015
"Lincoln County, Montana",19537,30,053
"Park County, Montana",16352,30,067
"Treasure County, Montana",668,30,103
"Blaine County, Montana",6719,30,005
"Sweet Grass County, Montana",3670,30,097
"Teton County, Montana",6086,30,099
"Prairie County, Montana",1252,30,079
"Glacier County, Montana",13732,30,035
"Fallon County, Montana",2921,30,025
"Golden Valley County, Montana",728,30,037
"Silver Bow County, Montana",34770,30,093
"Stillwater County, Montana",9466,30,095
"Jefferson County, Montana",11917,30,043
"Granite County, Montana",3311,30,039
"Wheatland County, Montana",2142,30,107
"Madison County, Montana",8302,30,057
"Sheridan County, Montana",3483,30,091
"Carter County, Montana",1331,30,011
"Big Horn County, Montana",13387,30,003
"Lake County, Montana",30013,30,047
"Lewis and Clark County, Montana",67805,30,049
"Pondera County, Montana",5994,30,073
"Yellowstone County, Montana",159008,30,111
"Missoula County, Montana",117309,30,063
"Yoakum County, Texas",8631,48,501
"Hale County, Texas",33826,48,189
"Shelby County, Texas",25349,48,419
"Red River County, Texas",12171,48,387
"Runnels County, Texas",10277,48,399
"Sutton County, Texas",3824,48,435
"Tom Green County, Texas",117986,48,451
"Victoria County, Texas",92109,48,469
"Wharton County, Texas",41577,48,481
"Wichita County, Texas",131596,48,485
"Borden County, Texas",613,48,033
"Marion County, Texas",10017,48,315
"Maverick County, Texas",58174,48,323
"Grayson County, Texas",131014,48,181
"Live Oak County, Texas",12139,48,297
"Palo Pinto County, Texas",28540,48,363
"Karnes County, Texas",15545,48,255
"DeWitt County, Texas",20340,48,123
"Callahan County, Texas",13856,48,059
"Cass County, Texas",30059,48,067
"Gregg County, Texas",123443,48,183
"Madison County, Texas",14197,48,313
"Lubbock County, Texas",304808,48,303
"Kaufman County, Texas",123804,48,257
"Kendall County, Texas",43769,48,259
"Floyd County, Texas",5803,48,153
"Bailey County, Texas",7100,48,017
"Chambers County, Texas",41305,48,071
"Bell County, Texas",348574,48,027
"Cameron County, Texas",421666,48,061
"Deaf Smith County, Texas",18736,48,117
"El Paso County, Texas",836062,48,141
"La Salle County, Texas",7416,48,283
"Terrell County, Texas",896,48,443
"Tyler County, Texas",21518,48,457
"Wheeler County, Texas",5338,48,483
"Archer County, Texas",8716,48,009
"Brewster County, Texas",9231,48,043
"Hidalgo County, Texas",855176,48,215
"Smith County, Texas",227449,48,423
"Crockett County, Texas",3484,48,105
"Haskell County, Texas",5726,48,207
"Howard County, Texas",36349,48,227
"Mills County, Texas",4889,48,333
"Montague County, Texas",19489,48,337
"Panola County, Texas",23327,48,365
"Sabine County, Texas",10471,48,403
"Sherman County, Texas",3059,48,421
"Swisher County, Texas",7432,48,437
"Hunt County, Texas",94162,48,231
"Camp County, Texas",12878,48,063
"Hansford County, Texas",5520,48,195
"Guadalupe County, Texas",158966,48,187
"Clay County, Texas",10403,48,077
"Hartley County, Texas",5669,48,205
"Reagan County, Texas",3766,48,383
"Hill County, Texas",35689,48,217
"Limestone County, Texas",23417,48,293
"Nacogdoches County, Texas",65339,48,347
"Parmer County, Texas",9718,48,369
"Parker County, Texas",133811,48,367
"Ravalli County, Montana",42512,30,081
"Valley County, Montana",7471,30,105
"Cascade County, Montana",81625,30,013
"Fergus County, Montana",11221,30,027
"Garfield County, Montana",1036,30,033
"Mineral County, Montana",4251,30,061
"Petroleum County, Montana",453,30,069
"Powell County, Montana",6854,30,077
"Sanders County, Montana",11681,30,089
"Wibaux County, Montana",1122,30,109
"Gallatin County, Montana",108063,30,031
"Meagher County, Montana",1888,30,059
"Carbon County, Montana",10597,30,009
"Beaverhead County, Montana",9415,30,001
"Flathead County, Montana",99899,30,029
"Musselshell County, Montana",4766,30,065
"Harlan County, Nebraska",3415,31,083
"York County, Nebraska",13745,31,185
"Buffalo County, Nebraska",49209,31,019
"Colfax County, Nebraska",10714,31,037
"Hitchcock County, Nebraska",2815,31,087
"Platte County, Nebraska",33174,31,141
"Polk County, Nebraska",5225,31,143
"Box Butte County, Nebraska",10970,31,013
"Brown County, Nebraska",3015,31,017
"Sheridan County, Nebraska",5231,31,161
"Lancaster County, Nebraska",313158,31,109
"Nuckolls County, Nebraska",4244,31,129
"Banner County, Nebraska",722,31,007
"Frontier County, Nebraska",2640,31,063
"Douglas County, Nebraska",560617,31,055
"Richardson County, Nebraska",7961,31,147
"Holt County, Nebraska",10177,31,089
"Furnas County, Nebraska",4747,31,065
"Saline County, Nebraska",14270,31,151
"Thurston County, Nebraska",7181,31,173
"Washington County, Nebraska",20361,31,177
"Cherry County, Nebraska",5779,31,031
"Dodge County, Nebraska",36665,31,053
"Garden County, Nebraska",1864,31,069
"Morrill County, Nebraska",4781,31,123
"Nemaha County, Nebraska",6973,31,127
"Thomas County, Nebraska",645,31,171
"Dakota County, Nebraska",20173,31,043
"Antelope County, Nebraska",6341,31,003
"Chase County, Nebraska",3783,31,029
"Clay County, Nebraska",6203,31,035
"Custer County, Nebraska",10826,31,041
"Franklin County, Nebraska",2987,31,061
"Hamilton County, Nebraska",9215,31,081
"Jefferson County, Nebraska",7144,31,095
"Keith County, Nebraska",8068,31,101
"Loup County, Nebraska",605,31,115
"Perkins County, Nebraska",2901,31,135
"Saunders County, Nebraska",21165,31,155
"Scotts Bluff County, Nebraska",36074,31,157
"Keya Paha County, Nebraska",760,31,103
"Kimball County, Nebraska",3633,31,105
"Lincoln County, Nebraska",35263,31,111
"Presidio County, Texas",6975,48,377
"Val Verde County, Texas",48969,48,465
"Culberson County, Texas",2214,48,109
"Ector County, Texas",160579,48,135
"Garza County, Texas",6070,48,169
"Glasscock County, Texas",1510,48,173
"Grimes County, Texas",27984,48,185
"Collin County, Texas",973977,48,085
"Angelina County, Texas",87322,48,005
"Cottle County, Texas",1642,48,101
"Hays County, Texas",213366,48,209
"Brazoria County, Texas",360677,48,039
"Donley County, Texas",3342,48,129
"Atascosa County, Texas",49528,48,013
"Nolan County, Texas",14904,48,353
"Hudspeth County, Texas",4415,48,229
"Ward County, Texas",11658,48,475
"Harrison County, Texas",66580,48,203
"Menard County, Texas",2119,48,327
"Fayette County, Texas",25141,48,149
"Williamson County, Texas",547604,48,491
"Hutchinson County, Texas",21344,48,233
"Morris County, Texas",12373,48,343
"Orange County, Texas",84069,48,361
"Winkler County, Texas",7867,48,495
"Harris County, Texas",4646630,48,201
"Burnet County, Texas",46530,48,053
"Gillespie County, Texas",26459,48,171
"Dallas County, Texas",2606868,48,113
"McMullen County, Texas",774,48,311
"Young County, Texas",18036,48,503
"Johnson County, Texas",167212,48,251
"Hopkins County, Texas",36486,48,223
"Ochiltree County, Texas",10131,48,357
"Knox County, Texas",3705,48,275
"McLennan County, Texas",251089,48,309
"Concho County, Texas",3266,48,095
"Edwards County, Texas",1918,48,137
"Eastland County, Texas",18273,48,133
"Jeff Davis County, Texas",2241,48,243
"Jim Hogg County, Texas",5231,48,247
"Montgomery County, Texas",571949,48,339
"Dimmit County, Texas",10438,48,127
"Webb County, Texas",273526,48,479
"Armstrong County, Texas",1973,48,011
"Castro County, Texas",7673,48,069
"Kleberg County, Texas",30974,48,273
"Cooke County, Texas",40041,48,097
"Crosby County, Texas",5836,48,107
"Fisher County, Texas",3856,48,151
"Duval County, Texas",11268,48,131
"Blanco County, Texas",11478,48,031
"Jasper County, Texas",35506,48,241
"Jefferson County, Texas",254340,48,245
"Kinney County, Texas",3659,48,271
"Oldham County, Texas",2094,48,359
"Lamb County, Texas",13123,48,279
"Lipscomb County, Texas",3398,48,295
"McCulloch County, Texas",8057,48,307
"Mason County, Texas",4186,48,319
"Dickens County, Texas",2203,48,125
"Pierce County, Nebraska",7144,31,139
"Sioux County, Nebraska",1219,31,165
"Burt County, Nebraska",6510,31,021
"Cass County, Nebraska",25888,31,025
"Cuming County, Nebraska",8952,31,039
"Dixon County, Nebraska",5719,31,051
"Dundy County, Nebraska",1913,31,057
"Grant County, Nebraska",722,31,075
"Greeley County, Nebraska",2382,31,077
"Hall County, Nebraska",61265,31,079
"Hayes County, Nebraska",893,31,085
"Otoe County, Nebraska",15949,31,131
"Red Willow County, Nebraska",10768,31,145
"Cedar County, Nebraska",8498,31,027
"Dawes County, Nebraska",8810,31,045
"Johnson County, Nebraska",5161,31,097
"Cheyenne County, Nebraska",9604,31,033
"Dawson County, Nebraska",23733,31,047
"Garfield County, Nebraska",2001,31,071
"McPherson County, Nebraska",395,31,117
"Nance County, Nebraska",3544,31,125
"Stanton County, Nebraska",5957,31,167
"Valley County, Nebraska",4206,31,175
"Churchill County, Nevada",24259,32,001
"Douglas County, Nevada",48132,32,005
"Pershing County, Nevada",6615,32,027
"Eureka County, Nevada",1859,32,011
"Humboldt County, Nevada",16828,32,013
"White Pine County, Nevada",9679,32,033
"Elko County, Nevada",52297,32,007
"Nye County, Nevada",44380,32,023
"Storey County, Nevada",3988,32,029
"Clark County, Nevada",2182004,32,003
"Lyon County, Nevada",54380,32,019
"Cheshire County, New Hampshire",76042,33,005
"Grafton County, New Hampshire",89777,33,009
"Rockingham County, New Hampshire",306359,33,015
"Sullivan County, New Hampshire",43104,33,019
"Hillsborough County, New Hampshire",413035,33,011
"Coos County, New Hampshire",31741,33,007
"Carroll County, New Hampshire",48138,33,003
"Mercer County, New Jersey",367922,34,021
"Cumberland County, New Jersey",151906,34,011
"Somerset County, New Jersey",329838,34,035
